cod_municipio,UF,municipio,populacao,faixa_populacao,regiao,atendimento_website,atendimento_whatsapp,atendimento_telefone,nao_disponibiliza_atendimento_distancia,tipo_conexao_internet,tem_estrutura_t,ti_funcionarios_efetivos,ti_terceirizados,tem_cpd,software_interno,software_sociedade,nao_desenvolveu_software,A página da prefeitura na internet está,servico_ouvidoria_online,servico_consulta_processos,servico_nota_fiscal_eletronica,servico_agendamento_saude,site_mobile,tem_inclusao_digital,curso_informatica_populacao,tem_wifi_publico,consulta_publica_online,tem_portal_transparencia,tem_portal_dados_abertos,acessibilidade_sem_mouse,acessibilidade_libras
1301803,AM,Ipixuna,25458,4 - 20001 até 50000,1 - Norte,Não,Sim,Sim,Não,Via satélite,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Sim
1301852,AM,Iranduba,67114,5 - 50001 até 100000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
1301902,AM,Itacoatiara,112520,6 - 100001 até 500000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
1301951,AM,Itamarati,11730,3 - 10001 até 20000,1 - Norte,Não,Não,Não,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Não,Não,Não,Sim,Não,-,-
1302009,AM,Itapiranga,10805,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
1302108,AM,Japurá,9397,2 - 5001 até 10000,1 - Norte,Sim,Não,Sim,Não,Não sabe informar,Sim,Não,Sim,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
1302207,AM,Juruá,11152,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
1302306,AM,Jutaí,27656,4 - 20001 até 50000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,-,-
1302405,AM,Lábrea,48927,4 - 20001 até 50000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Não,Não,Não,-,-,Não,Não
1302504,AM,Manacapuru,110691,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Sim,Não
1302553,AM,Manaquiri,17009,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via satélite,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
1302603,AM,Manaus,2279686,7 - Maior que 500000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
1302702,AM,Manicoré,57758,5 - 50001 até 100000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,-,-
1302801,AM,Maraã,15843,3 - 10001 até 20000,1 - Norte,Não,Não,Não,Sim,Via satélite,Sim,-,-,Sim,Não,Não,Sim,Não possui página,-,-,-,-,Não,Não,-,Não,Não,Sim,Não,Sim,Não
1302900,AM,Maués,65714,5 - 50001 até 100000,1 - Norte,Não,Sim,Sim,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
1303007,AM,Nhamundá,21106,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
1303106,AM,Nova Olinda do Norte,28267,4 - 20001 até 50000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Não,-,Não,Sim,Sim,Não,Não,Não
1303205,AM,Novo Airão,16467,3 - 10001 até 20000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
1303304,AM,Novo Aripuanã,24987,4 - 20001 até 50000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
1303403,AM,Parintins,101956,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via rádio,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
1303502,AM,Pauini,20232,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
1303536,AM,Presidente Figueiredo,33004,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,Sim,Não
1303569,AM,Rio Preto da Eva,25723,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Não,Sim
1303601,AM,Santa Isabel do Rio Negro,14176,3 - 10001 até 20000,1 - Norte,Não,Sim,Sim,Não,Via satélite,Sim,-,-,Sim,Não,Não,Sim,Não possui página,-,-,-,-,Não,Não,-,Não,Não,Sim,Não,-,-
1303700,AM,Santo Antônio do Içá,30448,4 - 20001 até 50000,1 - Norte,Não,Não,Não,Sim,Via satélite,Não,-,-,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Não,-,Não,Não,Sim,Não,Não,Não
1303809,AM,São Gabriel da Cachoeira,56406,5 - 50001 até 100000,1 - Norte,Não,Não,Não,Sim,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Não possui página,-,-,-,-,Não,Não,-,Não,Não,Sim,Não,-,-
1303908,AM,São Paulo de Olivença,35196,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via satélite,Sim,Não,Não,Não,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
1303957,AM,São Sebastião do Uatumã,12247,3 - 10001 até 20000,1 - Norte,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Em manutenção ou reestruturação,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
1304005,AM,Silves,12404,3 - 10001 até 20000,1 - Norte,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
1304062,AM,Tabatinga,72283,5 - 50001 até 100000,1 - Norte,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Sim
1304104,AM,Tapauá,20501,4 - 20001 até 50000,1 - Norte,Não,Não,Sim,Não,Via satélite,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,-,-
1304203,AM,Tefé,79278,5 - 50001 até 100000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
1304237,AM,Tonantins,20224,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
1304260,AM,Uarini,15278,3 - 10001 até 20000,1 - Norte,Não,Não,Não,Sim,Não sabe informar,Não,-,-,Sim,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,-,-
1304302,AM,Urucará,19505,3 - 10001 até 20000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Sim
1304401,AM,Urucurituba,25592,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Não possui página,-,-,-,-,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
1400027,RR,Amajari,15583,3 - 10001 até 20000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
1400050,RR,Alto Alegre,23049,4 - 20001 até 50000,1 - Norte,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,-,-
1400100,RR,Boa Vista,470169,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
1400159,RR,Bonfim,15222,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Sim
1400175,RR,Cantá,20552,4 - 20001 até 50000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Sim,Não,Sim,Sim
1400209,RR,Caracaraí,22443,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim
1400233,RR,Caroebe,11708,3 - 10001 até 20000,1 - Norte,Sim,Sim,Não,Não,"Via modem Via linha telefônica (DSL)G, Via rádioG ou Via satéliteG",Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
1400282,RR,Iracema,10778,3 - 10001 até 20000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
1400308,RR,Mucajaí,19619,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Não
1400407,RR,Normandia,15744,3 - 10001 até 20000,1 - Norte,Sim,Não,Não,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,-,-
1400456,RR,Pacaraima,22104,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não
1400472,RR,Rorainópolis,36747,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,-,-
1400506,RR,São João da Baliza,9727,2 - 5001 até 10000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,Sim,Sim
1400605,RR,São Luiz,7777,2 - 5001 até 10000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
1400704,RR,Uiramutã,15571,3 - 10001 até 20000,1 - Norte,Sim,Não,Não,Não,Via satélite,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não
1500107,PA,Abaetetuba,170999,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
1500131,PA,Abel Figueiredo,6302,2 - 5001 até 10000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Sim
1500206,PA,Acará,62701,5 - 50001 até 100000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não
1500305,PA,Afuá,40246,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via rádio,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não
1500347,PA,Água Azul do Norte,17960,3 - 10001 até 20000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
1500404,PA,Alenquer,74836,5 - 50001 até 100000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim
1500503,PA,Almeirim,36334,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
1500602,PA,Altamira,136982,6 - 100001 até 500000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Sim,Não,Sim,Não,Sim,Não
1500701,PA,Anajás,30003,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
1500800,PA,Ananindeua,507838,7 - Maior que 500000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
1500859,PA,Anapu,34947,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
1500909,PA,Augusto Corrêa,47596,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
1500958,PA,Aurora do Pará,24321,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
1501006,PA,Aveiro,19223,3 - 10001 até 20000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
1501105,PA,Bagre,34633,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,-,-
1501204,PA,Baião,55949,5 - 50001 até 100000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
1501253,PA,Bannach,4252,1 - Até 5000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Não
1501303,PA,Barcarena,137331,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim
1501402,PA,Belém,1398531,7 - Maior que 500000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
1501451,PA,Belterra,18954,3 - 10001 até 20000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
1501501,PA,Benevides,68191,5 - 50001 até 100000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
1501576,PA,Bom Jesus do Tocantins,18958,3 - 10001 até 20000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Sim,Não,Ativa,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não
1501600,PA,Bonito,12998,3 - 10001 até 20000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
1501709,PA,Bragança,131679,6 - 100001 até 500000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
1501725,PA,Brasil Novo,26606,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
1501758,PA,Brejo Grande do Araguaia,6985,2 - 5001 até 10000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
1501782,PA,Breu Branco,47351,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
1501808,PA,Breves,115051,6 - 100001 até 500000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
1501907,PA,Bujaru,25112,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
1501956,PA,Cachoeira do Piriá,19578,3 - 10001 até 20000,1 - Norte,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
1502004,PA,Cachoeira do Arari,25243,4 - 20001 até 50000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
1502103,PA,Cametá,143837,6 - 100001 até 500000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não
1502152,PA,Canaã dos Carajás,86629,5 - 50001 até 100000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,-,-,Sim,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
1502202,PA,Capanema,74808,5 - 50001 até 100000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Não,Não,-,Não,Sim,Sim,Sim,Não,Não
1502301,PA,Capitão Poço,59960,5 - 50001 até 100000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
1502400,PA,Castanhal,207603,6 - 100001 até 500000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
1502509,PA,Chaves,21487,4 - 20001 até 50000,1 - Norte,Sim,Sim,Não,Não,Via rádio,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
1502608,PA,Colares,13526,3 - 10001 até 20000,1 - Norte,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa,Recusa
1502707,PA,Conceição do Araguaia,47099,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim
1502756,PA,Concórdia do Pará,28287,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
1502764,PA,Cumaru do Norte,14937,3 - 10001 até 20000,1 - Norte,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Não
1502772,PA,Curionópolis,20859,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Sim
1502806,PA,Curralinho,36451,4 - 20001 até 50000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
1502855,PA,Curuá,14834,3 - 10001 até 20000,1 - Norte,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não
1502905,PA,Curuçá,44413,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim
1502939,PA,Dom Eliseu,62322,5 - 50001 até 100000,1 - Norte,Sim,Não,Não,Não,Via rádio,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não
1502954,PA,Eldorado do Carajás,29425,4 - 20001 até 50000,1 - Norte,Não,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim
1503002,PA,Faro,9125,2 - 5001 até 10000,1 - Norte,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
1503044,PA,Floresta do Araguaia,18565,3 - 10001 até 20000,1 - Norte,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Sim,Não
1503077,PA,Garrafão do Norte,25552,4 - 20001 até 50000,1 - Norte,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Não,Não
1503093,PA,Goianésia do Pará,27059,4 - 20001 até 50000,1 - Norte,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim
